database,year,title,authors,type,journal_or_source,volume,issue,pages,doi,url,other_urls,query
Crossref,1889,Is Man Left-Legged?,Fred'k A. Lovejoy; Francis H. Allen,journal-article,Science,ns-14,358,412-412,10.1126/science.ns-14.358.412-b,https://doi.org/10.1126/science.ns-14.358.412-b,,Lovejoy Buddhistic
Crossref,1932,The Parallel of Deism and Classicism,Arthur O. Lovejoy,journal-article,Modern Philology,29,3,281-299,10.1086/387970,https://doi.org/10.1086/387970,,Lovejoy Buddhistic
Crossref,1911,Schopenhauer as an Evolutionist,Arthur O. Lovejoy,journal-article,Monist,21,2,195-222,10.5840/monist191121240,https://doi.org/10.5840/monist191121240,,Lovejoy Buddhistic
Crossref,1922,The Paradox of the Thinking Behaviorist,Arthur O. Lovejoy,journal-article,The Philosophical Review,31,2,135,10.2307/2178913,https://doi.org/10.2307/2178913,,Lovejoy Buddhistic
Crossref,1951,326. To Mr. Lovejoy. 27 February. Waltham Cross.,Anthony Trollope,book-chapter,The Letters of Anthony Trollope,,,196-196,10.1093/oseo/instance.00193463,https://doi.org/10.1093/oseo/instance.00193463,,Lovejoy Buddhistic
Crossref,1955,American Painting in Early Nineteenth-Century Gift Books,David S. Lovejoy,journal-article,American Quarterly,7,4,345,10.2307/2710429,https://doi.org/10.2307/2710429,,Lovejoy Buddhistic
Crossref,1938,<i>The Great Chain of Being</i>. Arthur O. Lovejoy,,journal-article,Isis,28,2,537-540,10.1086/347375,https://doi.org/10.1086/347375,,Lovejoy Buddhistic
Crossref,1922,Child Labor in the United States,Owen R. Lovejoy,journal-article,Current History,16,4,617-620,10.1525/curh.1922.16.4.617,https://doi.org/10.1525/curh.1922.16.4.617,,Lovejoy Buddhistic
Crossref,1925,Reconstruction of Filters at Louisville,W. H. Lovejoy,journal-article,Journal AWWA,14,4,352-356,10.1002/j.1551-8833.1925.tb13336.x,https://doi.org/10.1002/j.1551-8833.1925.tb13336.x,,Lovejoy Buddhistic
Crossref,1931,Book Review:The Revolt Against Dualism. Arthur O. Lovejoy,Arthur E. Murphy,journal-article,Ethics,41,2,265,10.1086/207879,https://doi.org/10.1086/207879,,Lovejoy Buddhistic
Crossref,1962,"Temperature scales above 1,000°C",D. R. Lovejoy,journal-article,Pure and Applied Chemistry,5,3-4,565-578,10.1351/pac196205030565,https://doi.org/10.1351/pac196205030565,,Lovejoy Buddhistic
Crossref,1922,Pragmatism and the New Materialism,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,19,1,5,10.2307/2939682,https://doi.org/10.2307/2939682,,Lovejoy Buddhistic
Crossref,1937,Correction: [Milton and the Paradox of the Fortunate Fall],Arthur O. Lovejoy,journal-article,ELH,4,4,330,10.2307/2871637,https://doi.org/10.2307/2871637,,Lovejoy Buddhistic
Crossref,1945,ROY ARNOLD LOVEJOY,,journal-article,Medical Journal of Australia,1,6,164-164,10.5694/j.1326-5377.1945.tb54540.x,https://doi.org/10.5694/j.1326-5377.1945.tb54540.x,,Lovejoy Buddhistic
Crossref,1913,Error and the New Realism,A. O. Lovejoy,journal-article,The Philosophical Review,22,4,410,10.2307/2178389,https://doi.org/10.2307/2178389,,Lovejoy Buddhistic
Crossref,1911,Easter Carol,George Newell Lovejoy,journal-article,Journal of Education,73,15,399-399,10.1177/002205741107301503,https://doi.org/10.1177/002205741107301503,,Lovejoy Buddhistic
Crossref,1947,A Rejoinder to Professor Lovejoy,Henry Veatch,journal-article,Philosophy and Phenomenological Research,7,4,622,10.2307/2102987,https://doi.org/10.2307/2102987,,Lovejoy Buddhistic
Crossref,1925,James Harrington's Oceana.,Arthur O. Lovejoy; S. B. Liljegren,journal-article,Modern Language Notes,40,4,245,10.2307/2914292,https://doi.org/10.2307/2914292,,Lovejoy Buddhistic
Crossref,1927,The Meanings of ‘emergence’ and Its Modes,Arthur O. Lovejoy,journal-article,Philosophy,2,6,167-181,10.1017/s0031819100015199,https://doi.org/10.1017/s0031819100015199,,Lovejoy Buddhistic
Crossref,1948,Comment on Mr. Pegis's Rejoinder,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,9,2,284,10.2307/2103394,https://doi.org/10.2307/2103394,,Lovejoy Buddhistic
Crossref,1938,Professional Association or Trade Union?,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,24,5,409,10.2307/40219424,https://doi.org/10.2307/40219424,,Lovejoy Buddhistic
Crossref,1907,Breaker Boys in Pennsylvania,Owen R. Lovejoy,journal-article,Journal of Education,66,15,410-411,10.1177/002205740706601521,https://doi.org/10.1177/002205740706601521,,Lovejoy Buddhistic
Crossref,1932,"The Travels of Peter, Paul, and Zebedee",Arthur O. Lovejoy,journal-article,The Philosophical Review,41,5,498,10.2307/2180063,https://doi.org/10.2307/2180063,,Lovejoy Buddhistic
Crossref,1923,Child Labor and Education,Owen R. Lovejoy,journal-article,Journal of Education,97,24,656-659,10.1177/002205742309702404,https://doi.org/10.1177/002205742309702404,,Lovejoy Buddhistic
Crossref,1968,Anhydrous iron(III) nitrate,D. J. Lovejoy; A. J. Vosper,journal-article,Chemical Communications (London),,20,1208a,10.1039/c1968001208a,https://doi.org/10.1039/c1968001208a,,Lovejoy Buddhistic
Crossref,1907,Kant's Classification of the Forms of Judgment,Arthur O. Lovejoy,journal-article,The Philosophical Review,16,6,588,10.2307/2177294,https://doi.org/10.2307/2177294,,Lovejoy Buddhistic
Crossref,1920,Schiller and the Genesis of Romanticism,Arthur O. Lovejoy,journal-article,Modern Language Notes,35,1,1,10.2307/2915339,https://doi.org/10.2307/2915339,,Lovejoy Buddhistic
Crossref,1919,An Uncommon Ice Formation,Frederick A. Lovejoy; Francis H. Allen,journal-article,Science,49,1257,119-120,10.1126/science.49.1257.119-b,https://doi.org/10.1126/science.49.1257.119-b,,Lovejoy Buddhistic
Crossref,1919,An Uncommon Ice Formation,Frederick A. Lovejoy; Francis H. Allen,journal-article,Science,49,1257,119-120,10.1126/science.49.1257.119.b,https://doi.org/10.1126/science.49.1257.119.b,,Lovejoy Buddhistic
Crossref,1967,Premarital Sex in a Changing Society.,Albert E. Lovejoy; Robert R. Bell,journal-article,Social Forces,46,1,143,10.2307/2575372,https://doi.org/10.2307/2575372,,Lovejoy Buddhistic
Crossref,1889,Is Man Left-Legged?,Fred'k A. Lovejoy; Francis H. Allen,journal-article,Science,ns-14,358,412-412,10.1126/science.ns-14.358.412.b,https://doi.org/10.1126/science.ns-14.358.412.b,,Lovejoy Buddhistic
Crossref,1961,Sensitive Diaphragm Type Pressure Transducer,D. R. Lovejoy,journal-article,Review of Scientific Instruments,32,1,41-43,10.1063/1.1717141,https://doi.org/10.1063/1.1717141,,Lovejoy Buddhistic
Crossref,1910,The Retrospective Anticipations of the Carnegie Foundation,Arthur O. Lovejoy,journal-article,Science,31,794,414-415,10.1126/science.31.794.414,https://doi.org/10.1126/science.31.794.414,,Lovejoy Buddhistic
Crossref,1915,Organization of the American Association of University Professors,A. O. Lovejoy,journal-article,Science,41,1048,151-154,10.1126/science.41.1048.151,https://doi.org/10.1126/science.41.1048.151,,Lovejoy Buddhistic
Crossref,1963,Some Boiling and Triple Points Below 0° C,D. R. LOVEJOY,journal-article,Nature,197,4865,353-354,10.1038/197353a0,https://doi.org/10.1038/197353a0,,Lovejoy Buddhistic
Crossref,1925,MYCETOMA,EDWARD D. LOVEJOY,journal-article,Archives of Dermatology and Syphilology,11,1,71,10.1001/archderm.1925.02370010084004,https://doi.org/10.1001/archderm.1925.02370010084004,,Lovejoy Buddhistic
Crossref,1963,Reflections on Human Nature.,I. G. Wallace; Arthur O. Lovejoy,journal-article,The Philosophical Quarterly,13,53,369,10.2307/2955534,https://doi.org/10.2307/2955534,,Lovejoy Buddhistic
Crossref,1963,Reflections on Human Nature.,W. T. Stace; Arthur O. Lovejoy,journal-article,The Philosophical Review,72,1,111,10.2307/2183069,https://doi.org/10.2307/2183069,,Lovejoy Buddhistic
Crossref,1931,The Paradox of the Time-Retarding Journey,Arthur O. Lovejoy,journal-article,The Philosophical Review,40,2,152,10.2307/2180201,https://doi.org/10.2307/2180201,,Lovejoy Buddhistic
Crossref,1932,Dualisms Good and Bad (II),Arthur O. Lovejoy,journal-article,The Journal of Philosophy,29,14,375,10.2307/2016371,https://doi.org/10.2307/2016371,,Lovejoy Buddhistic
Crossref,1914,Forty years' experience of a practical hog man; a practical book for the pure bred swine breeder and farmer,Andrew James Lovejoy,monograph,,,,,10.5962/bhl.title.42519,https://doi.org/10.5962/bhl.title.42519,,Lovejoy Buddhistic
Crossref,1952,Report on Quality Factors in Processed Vege-Table Products,Rodney D Lovejoy,journal-article,Journal of AOAC INTERNATIONAL,35,2,179-181,10.1093/jaoac/35.2.179a,https://doi.org/10.1093/jaoac/35.2.179a,,Lovejoy Buddhistic
Crossref,1931,<i>The Revolt against Dualism</i>. Arthur O. Lovejoy,H. T. Davis,journal-article,Isis,15,1,190-193,10.1086/346554,https://doi.org/10.1086/346554,,Lovejoy Buddhistic
Crossref,1931,The Time-Retarding Journey: A Reply,Arthur O. Lovejoy,journal-article,The Philosophical Review,40,6,549,10.2307/2180043,https://doi.org/10.2307/2180043,,Lovejoy Buddhistic
Crossref,1923,Amend the Constitution,Owes R. Lovejoy,journal-article,Journal of Education,97,9,237-237,10.1177/002205742309700906,https://doi.org/10.1177/002205742309700906,,Lovejoy Buddhistic
Crossref,1928,<i>Certain Samaritans</i>. Esther Pohl Lovejoy,,journal-article,Social Service Review,2,3,528-528,10.1086/630431,https://doi.org/10.1086/630431,,Lovejoy Buddhistic
Crossref,1942,On The Criteria and Limits of Meaning,Arthur O. Lovejoy,book-chapter,Philosophical Essays,,,3-23,10.9783/9781512815245-002,https://doi.org/10.9783/9781512815245-002,,Lovejoy Buddhistic
Crossref,1932,Dualisms Good and Bad (I),Arthur O. Lovejoy,journal-article,The Journal of Philosophy,29,13,337,10.2307/2016777,https://doi.org/10.2307/2016777,,Lovejoy Buddhistic
Crossref,1932,"Buddhistic Studies. By Bimala Churn Law, Ph.D., M.A., B.L. 9¾ × 6¼, pp. x + 897, pls. 4. Calcutta and Simla; Thacker, Spink and Co., Ltd., 1931.",C. A. F. Rhys Davids,journal-article,Journal of the Royal Asiatic Society,64,3,703-706,10.1017/s0035869x00153432,https://doi.org/10.1017/s0035869x00153432,,Lovejoy Buddhistic
Crossref,1942,Evidence: Admissibility of Hospital Records as Business Entries,Robert C. Lovejoy,journal-article,Michigan Law Review,40,7,1105,10.2307/1282871,https://doi.org/10.2307/1282871,,Lovejoy Buddhistic
Crossref,1909,Professor Lovejoy on “Der vorchristliche Jesus”,W. B. Smith,journal-article,Monist,19,3,409-420,10.5840/monist190919311,https://doi.org/10.5840/monist190919311,,Lovejoy Buddhistic
Crossref,1914,Bergson and Romantic Evolutionism.,Nann Clark Barr; A. O. Lovejoy,journal-article,The Philosophical Review,23,5,576,10.2307/2178597,https://doi.org/10.2307/2178597,,Lovejoy Buddhistic
Crossref,1942,Youth Work Programs: Problems and Policies.,Gordon W. Lovejoy; Lewis L. Lorwin,journal-article,Social Forces,20,3,416,10.2307/3005654,https://doi.org/10.2307/3005654,,Lovejoy Buddhistic
Crossref,1932,Communications: Genesis of the Association,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,18,4,305,10.2307/40218899,https://doi.org/10.2307/40218899,,Lovejoy Buddhistic
Crossref,1962,Pulmonary Function in Diaphragmatic Paralysis,M. McCredie; F. W. Lovejoy; N. L. Kaltreider,journal-article,Thorax,17,3,213-217,10.1136/thx.17.3.213,https://doi.org/10.1136/thx.17.3.213,,Lovejoy Buddhistic
Crossref,1914,The Concept of Consciousness.,Arthur O. Lovejoy; Edwin B. Holt,journal-article,The Philosophical Review,23,6,664,10.2307/2178138,https://doi.org/10.2307/2178138,,Lovejoy Buddhistic
Crossref,1949,Essays in the History of Ideas.,Arnold Isenberg; Arthur O. Lovejoy,journal-article,The Philosophical Review,58,4,372,10.2307/2182084,https://doi.org/10.2307/2182084,,Lovejoy Buddhistic
Crossref,1919,Annual Message of the President,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,5,7/8,10,10.2307/40216934,https://doi.org/10.2307/40216934,,Lovejoy Buddhistic
Crossref,1924,Effect of Back Pressure on Wells in Brock Field,J.M. Lovejoy,journal-article,Transactions of the AIME,70,01,1153-1158,10.2118/924153-g,https://doi.org/10.2118/924153-g,,Lovejoy Buddhistic
Crossref,1920,"Schiller and the Genesis of Romanticism, Part II",Arthur O. Lovejoy,journal-article,Modern Language Notes,35,3,136,10.2307/2915501,https://doi.org/10.2307/2915501,,Lovejoy Buddhistic
Crossref,1912,The Meaning of Driesch and the Meaning of Vitalism,Arthur O. Lovejoy,journal-article,Science,36,933,672-675,10.1126/science.36.933.672,https://doi.org/10.1126/science.36.933.672,,Lovejoy Buddhistic
Crossref,1910,Review of The Idea of the Soul.,Arthur O. Lovejoy,journal-article,Psychological Bulletin,7,10,354-358,10.1037/h0066407,https://doi.org/10.1037/h0066407,,Lovejoy Buddhistic
Crossref,1939,Present Standpoints and Past History,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,36,18,477,10.2307/2017901,https://doi.org/10.2307/2017901,,Lovejoy Buddhistic
Crossref,1931,The Paradox of the Time-Retarding Journey (I.),Arthur O. Lovejoy,journal-article,The Philosophical Review,40,1,48,10.2307/2180278,https://doi.org/10.2307/2180278,,Lovejoy Buddhistic
Crossref,1926,The Worst-First Theory,P. S. Lovejoy,journal-article,Journal of Forestry,24,4,351-357,10.1093/jof/24.4.351,https://doi.org/10.1093/jof/24.4.351,,Lovejoy Buddhistic
Crossref,1933,Dualism and the Paradox of Reference,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,30,22,589,10.2307/2016901,https://doi.org/10.2307/2016901,,Lovejoy Buddhistic
Crossref,1936,Primitivism and Related Ideas in Antiquity,George Depue Hadzsits; Arthur O. Lovejoy; George Boas,journal-article,The Classical Weekly,30,7,73,10.2307/4339823,https://doi.org/10.2307/4339823,,Lovejoy Buddhistic
Crossref,1963,Reflections on Human Nature,R. L. Brett; Arthur O. Lovejoy,journal-article,The Modern Language Review,58,2,243,10.2307/3721266,https://doi.org/10.2307/3721266,,Lovejoy Buddhistic
Crossref,1947,Analogy and Contradiction: A Surrejoinder,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,7,4,626,10.2307/2102988,https://doi.org/10.2307/2102988,,Lovejoy Buddhistic
Crossref,1917,On Some Conditions of Progress in Philosophical Inquiry,Arthur O. Lovejoy,journal-article,The Philosophical Review,26,2,123,10.2307/2178425,https://doi.org/10.2307/2178425,,Lovejoy Buddhistic
Crossref,1954,"Lovewell's Fight and Hawthorne's ""Roger Malvin's Burial""",David S. Lovejoy,journal-article,The New England Quarterly,27,4,527,10.2307/362120,https://doi.org/10.2307/362120,,Lovejoy Buddhistic
Crossref,1941,Equity: Specific Performance of Contract to Lend Money,Robert C. Lovejoy,journal-article,Michigan Law Review,40,2,303,10.2307/1282729,https://doi.org/10.2307/1282729,,Lovejoy Buddhistic
Crossref,1968,Owen Lovejoy: Abolitionist in Congress,Larry Gara; Edward Magdol,journal-article,The American Historical Review,73,3,921,10.2307/1870843,https://doi.org/10.2307/1870843,,Lovejoy Buddhistic
Crossref,1937,Freedom of Speech,A. J. Carlson; A. O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,23,1,26,10.2307/40219811,https://doi.org/10.2307/40219811,,Lovejoy Buddhistic
Crossref,1930,The Dialectical Argument against Absolute Simultaneity. II,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,27,24,645,10.2307/2016326,https://doi.org/10.2307/2016326,,Lovejoy Buddhistic
Crossref,1950,Essays in the History of Ideas.,A. O. Aldridge; Arthur O. Lovejoy,journal-article,Modern Language Notes,65,8,545,10.2307/2909304,https://doi.org/10.2307/2909304,,Lovejoy Buddhistic
Crossref,1914,Reply to Professor Lovejoy,James H. Leuba,journal-article,The International Journal of Ethics,24,4,452-452,10.1086/intejethi.24.4.2376779,https://doi.org/10.1086/intejethi.24.4.2376779,,Lovejoy Buddhistic
Crossref,1968,"Labor Productivity in Italian Agriculture, 1951–1973",Robert M. Lovejoy,journal-article,ILR Review,21,4,570-580,10.1177/001979396802100406,https://doi.org/10.1177/001979396802100406,,Lovejoy Buddhistic
Crossref,1949,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,Harry Levin,journal-article,Isis,40,1,85-87,10.1086/349023,https://doi.org/10.1086/349023,,Lovejoy Buddhistic
Crossref,1906,The Fundamental Concept of Primitive Philosophy,Arthur O. Lovejoy,journal-article,Monist,16,3,357-382,10.5840/monist190616324,https://doi.org/10.5840/monist190616324,,Lovejoy Buddhistic
Crossref,1938,The Relativity Paradoxes: A Footnote to the Lovejoy-McGilvary Controversy,Nathaniel H. Stevens,journal-article,The Philosophical Review,47,6,624,10.2307/2180705,https://doi.org/10.2307/2180705,,Lovejoy Buddhistic
Crossref,1962,Anomalous Quadrupole Coupling in Europium Ethylsulfate,B. R. Judd; C. A. Lovejoy; D. A. Shirley,journal-article,Physical Review,128,4,1733-1740,10.1103/physrev.128.1733,https://doi.org/10.1103/physrev.128.1733,,Lovejoy Buddhistic
Crossref,1934,"Vicitrakarṇikāvadānoddhṛta. A Collection of Buddhistic Legends. By H. Jórgensen. 8¼ × 5½, pp. 344. London: Royal Asiatic Society (Oriental Translation Fund, New Series, vol. xxxi), 1931.",R. L. Turner,journal-article,Journal of the Royal Asiatic Society of Great Britain &amp; Ireland,66,1,126-128,10.1017/s0035869x0008271x,https://doi.org/10.1017/s0035869x0008271x,,Lovejoy Buddhistic
Crossref,1911,William James as Philosopher,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,21,2,125-153,10.1086/intejethi.21.2.2377028,https://doi.org/10.1086/intejethi.21.2.2377028,,Lovejoy Buddhistic
Crossref,1963,<i>Reflections on Human Nature</i> by Arthur O. Lovejoy,James Doolittle,journal-article,South Atlantic Quarterly,62,1,148-149,10.1215/00382876-62-1-148,https://doi.org/10.1215/00382876-62-1-148,,Lovejoy Buddhistic
Crossref,1969,Letter to the Editor,Frederick H. Lovejoy; J. Roger Hollister; Thomas K. McInerny,journal-article,Pediatrics,43,6,1050-1050,10.1542/peds.43.6.1050,https://doi.org/10.1542/peds.43.6.1050,,Lovejoy Buddhistic
Crossref,1923,"The Supposed Primitivism of Rousseau's ""Discourse on Inequality""",Arthur O. Lovejoy,journal-article,Modern Philology,21,2,165-186,10.1086/387491,https://doi.org/10.1086/387491,,Lovejoy Buddhistic
Crossref,1967,"Samuel Hopkins: Religion, Slavery, and the Revolution",David S. Lovejoy,journal-article,The New England Quarterly,40,2,227,10.2307/363769,https://doi.org/10.2307/363769,,Lovejoy Buddhistic
Crossref,1916,On the Meaning of 'Romantic' in Early German Romanticism,A. O. Lovejoy,journal-article,Modern Language Notes,31,7,385,10.2307/2915437,https://doi.org/10.2307/2915437,,Lovejoy Buddhistic
Crossref,1912,The Problem of Time in Recent French Philosophy. I.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,1,11,10.2307/2177595,https://doi.org/10.2307/2177595,,Lovejoy Buddhistic
Crossref,1923,A Three Year Cycle for Social Work Conferences,O. R. Lovejoy,journal-article,Social Forces,1,2,129-130,10.2307/3004909,https://doi.org/10.2307/3004909,,Lovejoy Buddhistic
Crossref,1904,The Philosophy of Hobbes.,Arthur O. Lovejoy; Frederick J. E. Woodbridge,journal-article,The Philosophical Review,13,3,385,10.2307/2176296,https://doi.org/10.2307/2176296,,Lovejoy Buddhistic
Crossref,1962,Cyclical Sensitivity of Public Utilities: 1947-59,Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,38,4,327,10.2307/3144491,https://doi.org/10.2307/3144491,,Lovejoy Buddhistic
Crossref,1909,The Meaning of Φυσις in the Greek Physiologers,Arthur O. Lovejoy,journal-article,The Philosophical Review,18,4,369,10.2307/2177774,https://doi.org/10.2307/2177774,,Lovejoy Buddhistic
Crossref,1908,Pragmatism and Theology,Arthur O. Lovejoy,journal-article,The American Journal of Theology,12,1,116-143,10.1086/478735,https://doi.org/10.1086/478735,,Lovejoy Buddhistic
Crossref,1912,The Problem of Time in Recent French Philosophy,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,5,527,10.2307/2177176,https://doi.org/10.2307/2177176,,Lovejoy Buddhistic
Crossref,1963,"The Reason, the Understanding and Time",Paul Roubiczek; Arthur O. Lovejoy,journal-article,The Modern Language Review,58,2,292,10.2307/3721310,https://doi.org/10.2307/3721310,,Lovejoy Buddhistic
Crossref,1912,The Problem of Time in Recent French Philosophy. II.,Arthur O. Lovejoy,journal-article,The Philosophical Review,21,3,322,10.2307/2177714,https://doi.org/10.2307/2177714,,Lovejoy Buddhistic
Crossref,1948,My Friend Lovejoy,William Pepperell Montague,journal-article,Journal of the History of Ideas,9,4,424,10.2307/2707215,https://doi.org/10.2307/2707215,,Lovejoy Buddhistic
Crossref,1930,The Dialectical Argument Against Absolute Simultaneity. I,Arthur O. Lovejoy,journal-article,The Journal of Philosophy,27,23,617,10.2307/2016868,https://doi.org/10.2307/2016868,,Lovejoy Buddhistic
Crossref,1932,The First Gothic Revival and the Return to Nature,Arthur O. Lovejoy,journal-article,Modern Language Notes,47,7,419,10.2307/2913411,https://doi.org/10.2307/2913411,,Lovejoy Buddhistic
Crossref,1967,Infrared Spectrum of Germylacetylene,R. W. Lovejoy; D. R. Baker,journal-article,The Journal of Chemical Physics,46,2,658-665,10.1063/1.1840722,https://doi.org/10.1063/1.1840722,,Lovejoy Buddhistic
Crossref,1930,The Revolt against Dualism <i>By Arthur O. Lovejoy</i>,,journal-article,Parnassus,2,7,40-40,10.1080/15436314.1930.11666362,https://doi.org/10.1080/15436314.1930.11666362,,Lovejoy Buddhistic
Crossref,1965,An attention theory of discrimination learning,Elijah Lovejoy,journal-article,Journal of Mathematical Psychology,2,2,342-362,10.1016/0022-2496(65)90009-x,https://doi.org/10.1016/0022-2496(65)90009-x,,Lovejoy Buddhistic
Crossref,1938,The Great Chain of Being.,John Herman Randall; Arthur O. Lovejoy,journal-article,The Philosophical Review,47,2,214,10.2307/2180858,https://doi.org/10.2307/2180858,,Lovejoy Buddhistic
Crossref,1929,Anti-Evolution Laws and the Principle of Religious Neutrality,Arthur O. Lovejoy,journal-article,Bulletin of the American Association of University Professors,15,4,307,10.2307/40218129,https://doi.org/10.2307/40218129,,Lovejoy Buddhistic
Crossref,1910,Some New Saprophytic Fungi of the Middle Rocky Mountain Region,Ruth Harrison Lovejoy,journal-article,Botanical Gazette,50,5,383-385,10.1086/330381,https://doi.org/10.1086/330381,,Lovejoy Buddhistic
Crossref,1955,"Rhode Island, a Brief History",David S. Lovejoy; Earl C. Tanner,journal-article,The New England Quarterly,28,2,275,10.2307/362790,https://doi.org/10.2307/362790,,Lovejoy Buddhistic
Crossref,1921,Profit-Sharing and Industrial Peace,Arthur O. Lovejoy,journal-article,The International Journal of Ethics,31,3,241-263,10.1086/intejethi.31.3.2377579,https://doi.org/10.1086/intejethi.31.3.2377579,,Lovejoy Buddhistic
Crossref,1927,Man and the State,Arthur O. Lovejoy; William Ernest Hocking,journal-article,The Yale Law Journal,36,5,723,10.2307/789801,https://doi.org/10.2307/789801,,Lovejoy Buddhistic
Crossref,1923,State Land Policy in Michigan,P. S. Lovejoy,journal-article,Journal of Forestry,21,1,1-9,10.1093/jof/21.1.1,https://doi.org/10.1093/jof/21.1.1,,Lovejoy Buddhistic
Crossref,1937,The Freedom of the Teacher,Arthur O. Lovejoy; Howard K. Beale,journal-article,Bulletin of the American Association of University Professors,23,5,401,10.2307/40219896,https://doi.org/10.2307/40219896,,Lovejoy Buddhistic
Crossref,1924,Miscellany,C. A. Lovejoy,journal-article,The Boston Medical and Surgical Journal,190,26,1148-1148,10.1056/nejm192406261902621,https://doi.org/10.1056/nejm192406261902621,,Lovejoy Buddhistic
Crossref,1967,Acute Phenothiazine Toxicity in Childhood: A Five-Year Survey,J. M. GUPTA; F. H. LOVEJOY,journal-article,Pediatrics,39,5,771-774,10.1542/peds.39.5.771,https://doi.org/10.1542/peds.39.5.771,,Lovejoy Buddhistic
Crossref,1902,Religion and the Time-Process,Arthur O. Lovejoy,journal-article,The American Journal of Theology,6,3,439-472,10.1086/478108,https://doi.org/10.1086/478108,,Lovejoy Buddhistic
Crossref,1912,The Philosophy of John Norris of Bemerton.,A. O. Lovejoy; Flora Isabel MacKinnon,journal-article,The Philosophical Review,21,2,256,10.2307/2177365,https://doi.org/10.2307/2177365,,Lovejoy Buddhistic
Crossref,1905,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; G. Hessenberg; K. Kaiser; Leonard Nelson,journal-article,The Philosophical Review,14,5,617,10.2307/2177498,https://doi.org/10.2307/2177498,,Lovejoy Buddhistic
Crossref,1911,"Three Philosophical Poets--Lucretius, Dante, and Goethe.",A. O. Lovejoy; George Santayana,journal-article,Modern Language Notes,26,8,244,10.2307/2916804,https://doi.org/10.2307/2916804,,Lovejoy Buddhistic
Crossref,1933,Certain Samaritans,Nina D. Gage; Esther Pohl Lovejoy,journal-article,The American Journal of Nursing,33,10,1016,10.2307/3412870,https://doi.org/10.2307/3412870,,Lovejoy Buddhistic
Crossref,1906,Abhandlungen der Fries'schen Schule.,Arthur O. Lovejoy; Gerhard Hessenberg; Karl Kaiser; Leonard Nelson,journal-article,The Philosophical Review,15,2,216,10.2307/2177744,https://doi.org/10.2307/2177744,,Lovejoy Buddhistic
Crossref,1967,Owen Lovejoy: Abolitionist in Congress,Louis Filler; Edward Magdol,journal-article,The Journal of American History,54,3,665,10.2307/2937459,https://doi.org/10.2307/2937459,,Lovejoy Buddhistic
Crossref,1968,"Legend Unending, Beginnings Unknown: P. S. Lovejoy on “Paul Bunyon”",,journal-article,Forest History Newsletter,11,4,37-38,10.2307/3982904,https://doi.org/10.2307/3982904,,Lovejoy Buddhistic
Crossref,1963,Arthur O. Lovejoy and the History of Ideas,John Herman Randall,journal-article,Philosophy and Phenomenological Research,23,4,475,10.2307/2104513,https://doi.org/10.2307/2104513,,Lovejoy Buddhistic
Crossref,1919,Review of Lumber Industry Affairs,P. S. Lovejoy,journal-article,Journal of Forestry,17,3,245-259,10.1093/jof/17.3.245,https://doi.org/10.1093/jof/17.3.245,,Lovejoy Buddhistic
Crossref,1918,A STUDY OF SOUTHERN CALIFORNIA PLACE NAMES,ORA A. LOVEJOY,journal-article,Annual Publication of the Historical Society of Southern California,11,1,44-50,10.2307/41168758,https://doi.org/10.2307/41168758,,Lovejoy Buddhistic
Crossref,1946,A Note on Peirce's Evolutionism,Arthur O. Lovejoy,journal-article,Journal of the History of Ideas,7,3,351,10.2307/2707405,https://doi.org/10.2307/2707405,,Lovejoy Buddhistic
Crossref,1925,Prolegomena to an Idealist Theory of Knowledge.,Arthur O. Lovejoy; Norman Kemp Smith,journal-article,The Philosophical Review,34,2,185,10.2307/2179466,https://doi.org/10.2307/2179466,,Lovejoy Buddhistic
Crossref,1959,Rhode Island Politics and the American Revolution: 1760-1776,Milton Cantor; David S. Lovejoy,journal-article,American Quarterly,11,3,431,10.2307/2710397,https://doi.org/10.2307/2710397,,Lovejoy Buddhistic
Crossref,1964,"""Cyclical Sensitivity of Public Utilities: 1947-59"": Rejoinder",Wallace F. Lovejoy; David A. Bowers,journal-article,Land Economics,40,3,338,10.2307/3144744,https://doi.org/10.2307/3144744,,Lovejoy Buddhistic
Crossref,1931,La Pensee de Jean-Jacques Rousseau; Essai d'interpretation nouvelle.,Arthur O. Lovejoy; Albert Schinz,journal-article,Modern Language Notes,46,1,41,10.2307/2913517,https://doi.org/10.2307/2913517,,Lovejoy Buddhistic
