database,year,title,authors,type,journal_or_source,volume,issue,pages,doi,url,other_urls,query
Crossref,1920,Pragmatism as Interactionism,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",17,23,622,10.2307/2939891,https://doi.org/10.2307/2939891,,A. O. Lovejoy
Crossref,1955,Stories on Stone: A Book of American Epitaphs,David S. Lovejoy; Charles L. Wallis,journal-article,The New England Quarterly,28,2,280,10.2307/362794,https://doi.org/10.2307/362794,,A. O. Lovejoy
Crossref,1936,Primitivism and Related Ideas in Antiquity.,H. T. C.; Arthur O. Lovejoy; George Boas,journal-article,The Journal of Philosophy,33,7,192,10.2307/2016444,https://doi.org/10.2307/2016444,,A. O. Lovejoy
Crossref,1909,Pragmatism and Realism,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",6,21,575,10.2307/2010796,https://doi.org/10.2307/2010796,,A. O. Lovejoy
Crossref,1911,Book Review:A Beginner's History of Philosophy: Vol I. Ancient and Mediaeval Philosophy. Herbert Ernest Cushman,A. O. Lovejoy,journal-article,Ethics,21,3,352,10.1086/206604,https://doi.org/10.1086/206604,,A. O. Lovejoy
Crossref,1948,Arthur O. Lovejoy and the Theory of Historiography,Maurice Mandelbaum,journal-article,Journal of the History of Ideas,9,4,412,10.2307/2707214,https://doi.org/10.2307/2707214,,A. O. Lovejoy
Crossref,1951,Essays in the History of Ideas by Arthur O. Lovejoy,A. J. McNicholl,journal-article,The Thomist: A Speculative Quarterly Review,14,3,407-412,10.1353/tho.1951.0016,https://doi.org/10.1353/tho.1951.0016,,A. O. Lovejoy
Crossref,1947,The Duality of the Thomistic Theology: A Reply to Mr. Veatch,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,7,3,413,10.2307/2102796,https://doi.org/10.2307/2102796,,A. O. Lovejoy
Crossref,1949,Local inhibition of histamine flare in man,Harold B. Lovejoy; Samuel M. Feinberg; Ellis A. Canterbury,journal-article,Journal of Allergy,20,5,350-357,10.1016/0021-8707(49)90023-4,https://doi.org/10.1016/0021-8707(49)90023-4,,A. O. Lovejoy
Crossref,1963,The Philosophical Method of Arthur O. Lovejoy: Critical Realism and Psychoanalytical Realism,Lewis S. Feuer,journal-article,Philosophy and Phenomenological Research,23,4,493,10.2307/2104515,https://doi.org/10.2307/2104515,,A. O. Lovejoy
Crossref,1908,The Thirteen Pragmatisms. II,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",5,2,29,10.2307/2011563,https://doi.org/10.2307/2011563,,A. O. Lovejoy
Crossref,1954,Minute Drafted for the American Philosophical Association,Ralph Barton Perry; James Gutmann; Arthur O. Lovejoy,journal-article,Journal of Philosophy,51,21,628-630,10.5840/jphil195451216,https://doi.org/10.5840/jphil195451216,,A. O. Lovejoy
Crossref,1948,A. O. Lovejoy as Historian of Philosophy,George Boas,journal-article,Journal of the History of Ideas,9,4,404,10.2307/2707213,https://doi.org/10.2307/2707213,,A. O. Lovejoy
Crossref,1920,Pragmatism as Interactionism,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",17,22,589,10.2307/2940385,https://doi.org/10.2307/2940385,,A. O. Lovejoy
Crossref,1960,Absorbing Filters and High-Temperature Optical Pyrometry,D. R. Lovejoy,journal-article,Journal of the Optical Society of America,50,7,698,10.1364/josa.50.000698,https://doi.org/10.1364/josa.50.000698,,A. O. Lovejoy
Crossref,1952,In Defense of Individualistic Empiricism: A Reply to Messrs. Lovejoy and Hook,Victor Lowe,journal-article,The Journal of Philosophy,49,4,100,10.2307/2021579,https://doi.org/10.2307/2021579,,A. O. Lovejoy
Crossref,1918,A DISCUSSION OF TERRA COTTA DRYERS.,Ellis Lovejoy,journal-article,Journal of the American Ceramic Society,1,10,667-674,10.1111/j.1151-2916.1918.tb17800.x,https://doi.org/10.1111/j.1151-2916.1918.tb17800.x,,A. O. Lovejoy
Crossref,1909,Immanuel Kant.,A. O. Lovejoy; Oswald Kulpe,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",6,26,719,10.2307/2011025,https://doi.org/10.2307/2011025,,A. O. Lovejoy
Crossref,1959,Rhode Island Politics and the American Revolution 1760-1776,Clyde E. Jacobs; David A. Lovejoy,journal-article,The Western Political Quarterly,12,4,1124,10.2307/443825,https://doi.org/10.2307/443825,,A. O. Lovejoy
Crossref,1913,Realism versus Epistemological Monism,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",10,21,561,10.2307/2012435,https://doi.org/10.2307/2012435,,A. O. Lovejoy
Crossref,1913,Secondary Qualities and Subjectivity,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",10,8,214,10.2307/2013268,https://doi.org/10.2307/2013268,,A. O. Lovejoy
Crossref,1968,Vibrational spectrum of sulfuryl bromide fluoride,P.R. Reed; R.W. Lovejoy,journal-article,Spectrochimica Acta Part A: Molecular Spectroscopy,24,11,1795-1801,10.1016/0584-8539(68)80235-1,https://doi.org/10.1016/0584-8539(68)80235-1,,A. O. Lovejoy
Crossref,1948,Necessity and Self-Sufficiency in the Thomistic Theology: A Reply to President Pegis,Arthur O. Lovejoy,journal-article,Philosophy and Phenomenological Research,9,1,71,10.2307/2103852,https://doi.org/10.2307/2103852,,A. O. Lovejoy
Crossref,1911,Existence and Formal Logic,A. O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",8,24,660,10.2307/2012690,https://doi.org/10.2307/2012690,,A. O. Lovejoy
Crossref,1931,<i>The Revolt Against Dualism</i>. Arthur O. Lovejoy,Arthur E. Murphy,journal-article,The International Journal of Ethics,41,2,265-267,10.1086/intejethi.41.2.2377919,https://doi.org/10.1086/intejethi.41.2.2377919,,A. O. Lovejoy
Crossref,1915,Three Studies in Current Philosophical Questions.,B. H. Bode; E. H. Griffin; K. Dunlap; A. O. Lovejoy,journal-article,The Philosophical Review,24,1,102,10.2307/2178533,https://doi.org/10.2307/2178533,,A. O. Lovejoy
Crossref,1914,A Suggestion for Securing Better Professional Terminology,P. S. Lovejoy,journal-article,Journal of Forestry,12,1,1-4,10.1093/jof/12.1.1a,https://doi.org/10.1093/jof/12.1.1a,,A. O. Lovejoy
Crossref,1907,The Origins of Ethical Inwardness in Jewish Thought,Arthur O. Lovejoy,journal-article,The American Journal of Theology,11,2,228-249,10.1086/478680,https://doi.org/10.1086/478680,,A. O. Lovejoy
Crossref,1909,The Roots of Reality: Being Suggestions for a Philosophical Reconstruction.,Arthur O. Lovejoy; Ernest Belfort Bax,journal-article,The Philosophical Review,18,1,75,10.2307/2177164,https://doi.org/10.2307/2177164,,A. O. Lovejoy
Crossref,1959,"Rhode Island Politics and the American Revolution, 1760-1776",Aubrey C. Land; David S. Lovejoy,journal-article,The New England Quarterly,32,4,536,10.2307/362508,https://doi.org/10.2307/362508,,A. O. Lovejoy
Crossref,1912,"""Present Philosophical Tendencies""",Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",9,23,627,10.2307/2013406,https://doi.org/10.2307/2013406,,A. O. Lovejoy
Crossref,1908,The Thirteen Pragmatisms. I.,Arthur O. Lovejoy,journal-article,"The Journal of Philosophy, Psychology and Scientific Methods",5,1,5,10.2307/2012277,https://doi.org/10.2307/2012277,,A. O. Lovejoy
Crossref,1886,Four Cases of Placenta Prævia,OLIVER S. LOVEJOY,journal-article,The Boston Medical and Surgical Journal,114,4,84-85,10.1056/nejm188601281140405,https://doi.org/10.1056/nejm188601281140405,,A. O. Lovejoy
Crossref,1919,Report of the Committee on Pensions and Insurance,Arthur O. Lovejoy; Harlan F. Stone,journal-article,Bulletin of the American Association of University Professors,5,1/2,19,10.2307/40216900,https://doi.org/10.2307/40216900,,A. O. Lovejoy
Crossref,1937,Book Review:The Great Chain of Being: A Study of the History of an Idea. Arthur O. Lovejoy,Scott Buchanan,journal-article,Ethics,47,4,486,10.1086/208409,https://doi.org/10.1086/208409,,A. O. Lovejoy
Crossref,1956,NEW METHOD FOR TRANSFERRING DETAIL FROM AIR PHOTOGRAPHS TO A BASE MAP,DONALD W. LOVEJOY,journal-article,Geological Society of America Bulletin,67,8,1117,10.1130/0016-7606(1956)67[1117:nmftdf]2.0.co;2,https://doi.org/10.1130/0016-7606(1956)67[1117:nmftdf]2.0.co;2,,A. O. Lovejoy
Crossref,1964,"Equality and Empire The New York Charter of Libertyes, 1683",David S. Lovejoy,journal-article,The William and Mary Quarterly,21,4,493,10.2307/1923303,https://doi.org/10.2307/1923303,,A. O. Lovejoy
Crossref,1937,The Great Chain of Being. A Study of the History of an Idea.,Raphael Demos; Arthur O. Lovejoy,journal-article,Modern Language Notes,52,7,518,10.2307/2911669,https://doi.org/10.2307/2911669,,A. O. Lovejoy
Crossref,1959,"Rhode Island Politics and the American Revolution, 1760-1776",Theodore Thayer; David S. Lovejoy,journal-article,The William and Mary Quarterly,16,3,421,10.2307/1916955,https://doi.org/10.2307/1916955,,A. O. Lovejoy
Crossref,1904,What I Have Seen of Black Bass,Samuel Lovejoy,journal-article,Transactions of the American Fisheries Society,33,1,170-172,10.1577/1548-8659(1904)34[170:wihsob]2.0.co;2,https://doi.org/10.1577/1548-8659(1904)34[170:wihsob]2.0.co;2,,A. O. Lovejoy
Crossref,1927,Optimism and Romanticism,Arthur O. Lovejoy,journal-article,PMLA/Publications of the Modern Language Association of America,42,4,921-945,10.2307/457545,https://doi.org/10.2307/457545,,A. O. Lovejoy
Crossref,1951,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,James Luther Adams,journal-article,The Journal of Religion,31,1,56-58,10.1086/484075,https://doi.org/10.1086/484075,,A. O. Lovejoy
Crossref,1918,Report of Committee on Academic Freedom in Wartime,A. O. Lovejoy; Edward Capps; A. A. Young,journal-article,Bulletin of the American Association of University Professors,4,2/3,29,10.2307/40216871,https://doi.org/10.2307/40216871,,A. O. Lovejoy
Crossref,1965,"Lovejoy: Martyr to Freedom. By Paul Simon. St. Louis: Concordia, 1964. 150 pp. $3.00.",Edwin S. Gaustad,journal-article,Church History,34,3,359-359,10.2307/3162821,https://doi.org/10.2307/3162821,,A. O. Lovejoy
Crossref,1959,"OVERTHRUST ORDOVICIAN AND THE NANNIE'S PEAK INTRUSIVE, LONE MOUNTAIN, ELKO COUNTY, NEVADA",DONALD W. LOVEJOY,journal-article,Geological Society of America Bulletin,70,5,539,10.1130/0016-7606(1959)70[539:ooatnp]2.0.co;2,https://doi.org/10.1130/0016-7606(1959)70[539:ooatnp]2.0.co;2,,A. O. Lovejoy
Crossref,1961,"THE SMALL GROUP. By Michael S. Olmsted. New York: Random House, 1959. 159p. $1.35",A. E. Lovejoy,journal-article,Social Forces,39,4,361-362,10.2307/2573443,https://doi.org/10.2307/2573443,,A. O. Lovejoy
Crossref,1936,"Discussion: “Drying Problems of the Ceramic Industry” (Carruthers, John L., 1935, Trans. ASME, 57, pp. 439–442)",Ellis Lovejoy,journal-article,Journal of Fluids Engineering,58,3,241-242,10.1115/1.4020196,https://doi.org/10.1115/1.4020196,,A. O. Lovejoy
Crossref,1959,"Rhode Island Politics and the American Revolution, 1760-1776",Oscar Zeichner; David S. Lovejoy,journal-article,The Mississippi Valley Historical Review,46,1,120,10.2307/1892397,https://doi.org/10.2307/1892397,,A. O. Lovejoy
Crossref,1938,<i>The Great Chain of Being</i>. Arthur O. Lovejoy,,journal-article,Isis,28,2,537-540,10.1086/347375,https://doi.org/10.1086/347375,,Arthur Oncken Lovejoy
Crossref,1931,Book Review:The Revolt Against Dualism. Arthur O. Lovejoy,Arthur E. Murphy,journal-article,Ethics,41,2,265,10.1086/207879,https://doi.org/10.1086/207879,,Arthur Oncken Lovejoy
Crossref,1942,On The Criteria and Limits of Meaning,Arthur O. Lovejoy,book-chapter,Philosophical Essays,,,3-23,10.9783/9781512815245-002,https://doi.org/10.9783/9781512815245-002,,Arthur Oncken Lovejoy
Crossref,1931,<i>The Revolt against Dualism</i>. Arthur O. Lovejoy,H. T. Davis,journal-article,Isis,15,1,190-193,10.1086/346554,https://doi.org/10.1086/346554,,Arthur Oncken Lovejoy
Crossref,1963,<i>Reflections on Human Nature</i> by Arthur O. Lovejoy,James Doolittle,journal-article,South Atlantic Quarterly,62,1,148-149,10.1215/00382876-62-1-148,https://doi.org/10.1215/00382876-62-1-148,,Arthur Oncken Lovejoy
Crossref,1949,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,Harry Levin,journal-article,Isis,40,1,85-87,10.1086/349023,https://doi.org/10.1086/349023,,Arthur Oncken Lovejoy
Crossref,1930,The Revolt against Dualism <i>By Arthur O. Lovejoy</i>,,journal-article,Parnassus,2,7,40-40,10.1080/15436314.1930.11666362,https://doi.org/10.1080/15436314.1930.11666362,,Arthur Oncken Lovejoy
Crossref,1963,Arthur O. Lovejoy and the History of Ideas,John Herman Randall,journal-article,Philosophy and Phenomenological Research,23,4,475,10.2307/2104513,https://doi.org/10.2307/2104513,,Arthur Oncken Lovejoy
Crossref,1937,<i>The Great Chain of Being</i>. Arthur O. Lovejoy,H. T. Davis,journal-article,Isis,27,1,111-114,10.1086/347235,https://doi.org/10.1086/347235,,Arthur Oncken Lovejoy
Crossref,1936,"<i>A Documentary History of Primitwism and Related Ideas</i>. General Editors, <scp>Arthur O. Lovejoy, Gilbert Chinard, George Boas, Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>, <scp>Ronald S. Crane</scp>. Volume I, <i>Primitwism and Related Ideas in Antiquity</i>. By <scp>Arthur O. Lovejoy, George Boas</scp>. With Supplementary Essays by <scp>W. F. Albright</scp> and <scp>P. E. Dumont</scp>. (Baltimore: Johns Hopkins Press. 1935. Pp. xv, 482. $5.00.)",R. K. Hack,journal-article,The American Historical Review,41,4,728-730,10.1086/ahr/41.4.728,https://doi.org/10.1086/ahr/41.4.728,,Arthur Oncken Lovejoy
Crossref,1959,Hermann Oncken,Hermann Oncken,book-chapter,Amerika im Spiegel des deutschen politischen Denkens,,,211-215,10.1007/978-3-663-07081-8_51,https://doi.org/10.1007/978-3-663-07081-8_51,,Arthur Oncken Lovejoy
Crossref,1948,Arthur O. Lovejoy and the Theory of Historiography,Maurice Mandelbaum,journal-article,Journal of the History of Ideas,9,4,412,10.2307/2707214,https://doi.org/10.2307/2707214,,Arthur Oncken Lovejoy
Crossref,1951,Essays in the History of Ideas by Arthur O. Lovejoy,A. J. McNicholl,journal-article,The Thomist: A Speculative Quarterly Review,14,3,407-412,10.1353/tho.1951.0016,https://doi.org/10.1353/tho.1951.0016,,Arthur Oncken Lovejoy
Crossref,1963,The Philosophical Method of Arthur O. Lovejoy: Critical Realism and Psychoanalytical Realism,Lewis S. Feuer,journal-article,Philosophy and Phenomenological Research,23,4,493,10.2307/2104515,https://doi.org/10.2307/2104515,,Arthur Oncken Lovejoy
Crossref,1937,Book Review:The Great Chain of Being: A Study of the History of an Idea. Arthur O. Lovejoy,Scott Buchanan,journal-article,Ethics,47,4,486,10.1086/208409,https://doi.org/10.1086/208409,,Arthur Oncken Lovejoy
Crossref,1931,<i>The Revolt Against Dualism</i>. Arthur O. Lovejoy,Arthur E. Murphy,journal-article,The International Journal of Ethics,41,2,265-267,10.1086/intejethi.41.2.2377919,https://doi.org/10.1086/intejethi.41.2.2377919,,Arthur Oncken Lovejoy
Crossref,1951,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,James Luther Adams,journal-article,The Journal of Religion,31,1,56-58,10.1086/484075,https://doi.org/10.1086/484075,,Arthur Oncken Lovejoy
Crossref,1946,A Letter From J. G. Oncken to J. L. Angas,J. G. Oncken,journal-article,Baptist Quarterly,12,1-2,41-42,10.1080/0005576x.1946.11750681,https://doi.org/10.1080/0005576x.1946.11750681,,Arthur Oncken Lovejoy
Crossref,1905,Wilhelm Oncken (geboren 1838),,book-chapter,Prosa,,,220-223,10.1515/9783112374467-036,https://doi.org/10.1515/9783112374467-036,,Arthur Oncken Lovejoy
Crossref,1931,What Is Knowledge?<i>The Revolt against Dualism</i>. Arthur O. Lovejoy,Henry Nelson Wieman,journal-article,The Journal of Religion,11,2,303-304,10.1086/481061,https://doi.org/10.1086/481061,,Arthur Oncken Lovejoy
Crossref,1949,<i>Essays in the History of Ideas</i>. Arthur O. Lovejoy,Crane Brinton,journal-article,The Journal of Modern History,21,4,344-345,10.1086/237298,https://doi.org/10.1086/237298,,Arthur Oncken Lovejoy
Crossref,1943,"Arthur O. Lovejoy. On the criteria and limits of meaning. Philosophical essays in honor of Edgar Arthur Singer, Jr., edited by F. P. Clarke and M. C. Nahm, University of Pennsylvania Press, Philadelphia1942, pp. 3–23.",Ernest Nagel,journal-article,Journal of Symbolic Logic,8,3,87-87,10.2307/2266386,https://doi.org/10.2307/2266386,,Arthur Oncken Lovejoy
Crossref,1936,"<i>A Documentary History of Primitivism and Related Ideas. Volume I: Primitivism and Related Ideas in Antiquity</i>. Arthur O. Lovejoy , George Boas",George Sarton,journal-article,Isis,25,1,169-172,10.1086/347079,https://doi.org/10.1086/347079,,Arthur Oncken Lovejoy
Crossref,1949,"Essays in the History of Ideas. By <i>Arthur O. Lovejoy</i>. (Baltimore: Johns Hopkins Press. 1948. Pp. xvii, 359. $5.00.)",Sidney Ratner,journal-article,The American Historical Review,54,4,850-851,10.1086/ahr/54.4.850,https://doi.org/10.1086/ahr/54.4.850,,Arthur Oncken Lovejoy
Crossref,1937,<i>The Great Chain of Being: A Study of the History of an Idea</i>. Arthur O. Lovejoy,Scott Buchanan,journal-article,The International Journal of Ethics,47,4,486-490,10.1086/intejethi.47.4.2989373,https://doi.org/10.1086/intejethi.47.4.2989373,,Arthur Oncken Lovejoy
Crossref,1951,"Essays in the History of Ideas. By Arthur O. Lovejoy. (The Johns Hopkins Press, Baltimore; London, Cumberlege. 1948. Pp. 354. Price 27s. 6d.",D. J. Allan,journal-article,Philosophy,26,97,173-176,10.1017/s0031819100026929,https://doi.org/10.1017/s0031819100026929,,Arthur Oncken Lovejoy
Crossref,1896,Friedrich der Grosse als Kolonisator,Heinrich Berger,edited-book,,,,,10.1515/9783111405407,https://doi.org/10.1515/9783111405407,,Arthur Oncken Lovejoy
Crossref,1937,<i>The Great Chain of Being: A Study of the History of an Idea</i>. Arthur O. Lovejoy,Bruce W. Brotherston,journal-article,The Journal of Religion,17,2,204-206,10.1086/481966,https://doi.org/10.1086/481966,,Arthur Oncken Lovejoy
Crossref,1914,Historisch-politische Aufsätze und Reden Band 1,Hermann Oncken,edited-book,,,,,10.1515/9783486743128,https://doi.org/10.1515/9783486743128,,Arthur Oncken Lovejoy
